"nursery_id","status","check","classification","type","name","name_kana","district","district_alphabet","address","address_note","tel","childcare_age","capacity","open_weekday","close_weekday","open_saturday","close_saturday","h11","h8","shuttle_bus","available_day","is_temporary_care","longitude","latitude"
"904","既存","","民間","保育所","NOVAバイリンガル つくば西平塚保育園","ノババイリンガルツクバニシヒラツカホイクエン","谷田部地区","yatabe","つくば市西平塚327番地1","","029-875-6831","産休明け～５歳","90","7:00","19:30","7:00","19:30","7:00〜18:00","8:30〜16:30","無","月～土","有","140.08667030000001","36.102254100000003"
"905","既存","","民間","小規模保育事業所","あすとろ保育園さくらの森","アストロホイクエンサクラノモリ","桜地区","sakura","つくば市さくらの森2番地5","","029-886-3015","産休明け～２歳","19","7:00","19:00","7:00","18:00","7:00〜18:00","8:30〜16:30","無","月～土","無","140.1218174","36.110075500000001"
"906","既存","定員変更","民間","小規模保育事業所","宇宙の杜保育園","ソラノモリホイクエン","桜地区","sakura","つくば市妻木16番地1","","029-875-5432","産休明け～２歳","19","7:00","19:00","8:00","16:00","7:00〜18:00","8:30〜16:30","無","月～土","有","140.12108789999999","36.088654599999998"
"907","既存","","民間","保育所","おのざきスマイル保育園","オノザキスマイルホイクエン","谷田部地区","yatabe","つくば市小野崎1439番地1","","029-893-4115","産休明け～５歳","90","7:00","20:00","7:00","18:00","7:00〜18:00","8:30〜16:30","無","月～土","有","140.115482567616","36.0649825617581"
"908","既存","","民間","保育所","つくばエンジェル保育園","ツクバエンジェルホイクエン","谷田部地区","yatabe","つくば市谷田部2205番地1","","029-879-7663","産休明け～５歳","90","7:00","20:00","7:30","18:30","7:30〜18:30","8:30〜16:30","無","月～土","有","140.06705110615599","36.041542494420298"
"909","既存","","民間","認定こども園","みどりのみつぼしこども園","ミドリノミツボシコドモエン","谷田部地区","yatabe","つくば市谷田部1120番地","(陣場F22街区6)","029-896-6754","産休明け～５歳","90","7:00","19:30","7:30","18:30","7:30〜18:30","8:30〜16:30","無","月～土","有","140.06105828110501","36.0392362314482"
"910","既存","","民間","保育所","東岡保育園","ヒガシオカホイクエン","桜地区","sakura","つくば市東岡250番地","","029-879-7270","産休明け～５歳","90","7:00","19:00","7:30","18:30","7:00〜18:00","8:30〜16:30","無","月～土","無","140.124538354127","36.098826082114698"
"911","既存","","民間","小規模保育事業所","松代の森保育園","マツシロノモリホイクエン","谷田部地区","yatabe","つくば市松代4丁目8番地12","","029-802-1493","産休明け～２歳","12","7:30","19:00","7:30","18:30","7:30〜18:30","8:00〜16:00","無","月～土","無","140.10529261179801","36.066562219758801"
"912","新設","","民間","保育所","わかばのもり保育園手代木","ワカバノモリホイクエンテシロギ","谷田部地区","yatabe","つくば市手代木1252番地1","","029-846-1734","産休明け～５歳","90","7:00","19:00","7:30","18:30","7:30〜18:30","8:00〜16:00","無","月～土","有","140.09224990808701","36.058591933313302"
"913","新設","","民間","保育所","万博公園みつぼし保育園","バンパクコウエンミツボシホイクエン","谷田部地区","yatabe","つくば市谷田部2415番地２","(陣場E25街区4）","029-846-5900","産休明け～５歳","105","7:00","19:30","7:30","18:30","7:30〜18:30","8:30〜16:30","無","月～土","有","140.06140374024699","36.046080280010102"
"914","新設","","民間","保育所","しらゆり西栗山保育園","シラユリニシクリヤマホイクエン","谷田部地区","yatabe","つくば市西栗山126番地6","","029-875-9161","産休明け～５歳","90","7:00","20:00","7:00","20:00","7:30〜18:30","8:30〜16:30","無","月～土","無","140.05607339459499","36.021043445034302"
"915","新設","","民間","保育所","メリー★ポピンズ つくば駅前ルーム","メリーポピンズ ツクバエキマエルーム","桜地区","sakura","つくば市吾妻1丁目7番地1","トナリエクレオ2F","029-897-3387","産休明け～５歳","60","7:00","20:00","7:00","20:00","7:00〜18:00","8:30〜16:30","無","月～土","有","140.11199896761701","36.0804866205549"
"916","新設","","民間","保育所","YMCAみどりのつぼみ保育園","ワイエムシーエーミドリノツボミホイクエン","谷田部地区","yatabe","つくば市谷田部1560番地3","","029-886-8890","産休明け～５歳","96","7:00","19:00","7:00","19:00","7:30〜18:30","8:30〜16:30","無","月～土","無","140.073096952268","36.023400680891498"
"917","新設","","民間","保育所","YUEIUインターナショナル保育園","ユエイウインターナショナルホイクエン","桜地区","sakura","つくば市上ノ室1921番地1","","029-869-8081","産休明け～５歳","156","7:30","19:30","7:30","18:30","7:30〜18:30","8:30〜16:30","無","月～土","無","140.13783835412599","36.080033131667101"
"918","新設","","民間","保育所","稲岡くじら保育園","イナオカクジラホイクエン","茎崎地区","kukisaki","つくば市稲岡194番地1","","029-886-9810","産休明け～５歳","75","7:30","19:30","7:30","19:30","7:30〜18:30","8:30〜16:30","無","月～土","無","140.132744596451","36.029839150083703"
"919","新設","","民間","小規模保育事業所","万博公園ふぁみりは学園","バンパクコウエンファミリハガクエン","谷田部地区","yatabe","つくば市水堀484番地1","","029-856-2215","産休明け～２歳","19","7:00","19:00","7:00","18:30","7:00〜18:00","8:00〜16:00","無","月～土","有","140.06949583877901","36.064815235325902"
"920","新設","","民間","小規模保育事業所","天空のまちつなぐ保育園","テンクウノマチツナグホイクエン","桜地区","sakura","つくば市吾妻2丁目4番地18","ディールつくば2F","029-879-5279","産休明け～２歳","19","7:00","20:00","7:00","18:00","7:00〜18:00","8:00〜16:00","無","月～土","無","140.11001064063601","36.083341702636297"
"921","新設","","民間","小規模保育事業所","KUKURUインターナショナルプレスクールみどりの園","ククルインターナショナルプレスクールミドリノエン","谷田部地区","yatabe","つくば市谷田部872","(陣場G17街区1)HG陣場ビル２-Ｃ","029-897-3175","産休明け～２歳","19","7:00","20:00","7:00","20:00","7:00〜18:00","8:00〜16:00","無","月～土","無","140.062751723432","36.036982166230501"
"922","新設","","民間","小規模保育事業所","桜のつぼみ保育園","サクラノツボミホイクエン","桜地区","sakura","つくば市桜2丁目42-4","関谷ビル1階","029-811-8227","産休明け～２歳","19","7:00","19:30","7:00","18:00","7:00〜18:00","8:00〜16:00","無","月～土","無","140.112510337429","36.1135774979034"
"923","新設","","民間","保育所","せせらぎつなぐ保育園","セセラギツナグホイクエン","谷田部地区","yatabe","つくば市苅間2018-1","","029-828-7905","産休明け～５歳","110","7:30","19:30","7:30","18:30","7:30〜18:30","8:30〜16:30","無","月～土","無","140.101806323434","36.0833323091477"
"924","新設","","民間","保育所","たかやまみつぼし保育園","タカヤマミツボシホイクエン","谷田部地区","yatabe","つくば市下河原崎２８９番地","","029-886-4501","産休明け～５歳","105","7:00","19:30","7:00","18:30","7:30〜18:30","8:30〜16:30","無","月～土","有","140.044595296453","36.070654641156203"
"925","新設","","民間","保育所","かみよこばスマイル保育園","カミヨコバスマイルホイクエン","谷田部地区","yatabe","つくば市上横場1568番1","","029-829-6040","産休明け～５歳","100","7:30","19:00","7:30","18:30","7:30〜18:30","8:30〜16:30","無","月～土","無","140.08868475412501","36.045184467669003"
"926","新設","","民間","保育所","高見原くじら保育園","タカミハラクジラホイクエン","茎崎地区","kukisaki","つくば市高見原2丁目8-3","","029-828-7637","産休明け～５歳","120","7:30","19:30","7:30","19:30","7:30〜18:30","8:30〜16:30","無","月～土","無","140.13002105281299","35.996052197315201"
